"","V1","C_ele_gene_ID","WormBase.Gene.ID","Public.Name","Gene.Ontology.Association","Concise.Description","Automated.Description"
"714","Gpal_D383_g07903","F22A3.2","WBGene00017688","ttr-35","cell surface, ""extracellular region""","N.A.","Is enriched in intestine and muscle cell based on RNA-seq and microarray studies. Is affected by several genes including daf-2\; rrf-3\; and dpy-10 based on proteomic\; microarray\; and RNA-seq studies. Is affected by eight chemicals including Zidovudine\; Psoralens\; and allantoin based on RNA-seq and microarray studies. Is predicted to encode a protein with the following domains: Transthyretin-like family\; Transthyretin-like\; and Transthyretin-like superfamily."
"715","Gpal_D383_g06801","R13A5.6","WBGene00020049","ttr-8","cell surface, ""extracellular region""","R13A5.6 encodes a protein containing a predicted signal sequence followed by a transthyretin-like domain\; the product of R13A5.6 belongs to a family of apparently nematode-specific proteins whose function is not yet known\; an R13A5.6::GFP promoter fusion directs expression outside of the nervous system.","Is enriched in body wall musculature\; dopaminergic neurons\; intestine\; mechanosensory neurons\; and pharynx based on Chronogram and tiling array studies. Is affected by several genes including daf-16\; daf-2\; and skn-1 based on microarray\; tiling array\; RNA-seq\; and proteomic studies. Is affected by eighteen chemicals including rotenone\; D-glucose\; and Cry5B based on RNA-seq and microarray studies. Is predicted to encode a protein with the following domains: Transthyretin-like family\; Transthyretin-like\; and Transthyretin-like superfamily."
"716","Gpal_D383_g13438","Y37E3.8","WBGene00021350","Y37E3.8","cytosolic large ribosomal subunit, ""ribosome"", ""structural constituent of ribosome""","N.A.","Is enriched in Psub1\; germ line\; and somatic gonad precursor based on RNA-seq studies. Is affected by several genes including daf-16\; daf-2\; and let-7 based on RNA-seq\; proteomic\; and microarray studies. Is affected by six chemicals including rotenone\; Psoralens\; and allantoin based on RNA-seq studies. Is predicted to encode a protein with the following domains: Phosphorylation site\; Ribosomal proteins 50S-L15, 50S-L18e, 60S-L27A\; Ribosomal protein L18e\/L15P\; and Ribosomal L18e\/L15P superfamily. Is an ortholog of human RPL27A (ribosomal protein L27a)."
"717","Gpal_D383_g00128","ZC395.10","WBGene00022599","daf-41","chaperone binding, ""chaperone-mediated protein complex assembly"", ""cytosol"", ""Hsp90 protein binding"", ""myofibril"", ""nucleus"", ""protein folding""","N.A.","Located in myofibril. Is expressed in several structures, including amphid neurons\; anal depressor muscle\; phasmid neurons\; touch receptor neurons\; and vulva. Human ortholog(s) of this gene are implicated in atherosclerosis\; breast cancer\; and oligodendroglioma. Is an ortholog of human PTGES3 (prostaglandin E synthase 3)."
"718","Gpal_D383_g11242","K09B11.9","WBGene00010713","uso-1","cytoplasm, ""endoplasmic reticulum to Golgi vesicle-mediated transport"", ""endoplasmic reticulum"", ""ER to Golgi transport vesicle membrane"", ""Golgi apparatus"", ""Golgi membrane"", ""Golgi stack"", ""Golgi vesicle docking"", ""intracellular protein transport"", ""membrane fusion"", ""membrane"", ""protein binding"", ""transcytosis"", ""vesicle fusion with Golgi apparatus"", ""vesicle-mediated transport""","uso-1 encodes the C. elegans ortholog of the Uso1\/p115 vesicle tethering protein that in yeast has been shown to function in endoplasmic reticulum-to-Golgi transport\; RNAi screens indicate that uso-1 activity is required for normal fat content and distal tip cell migration.","Is enriched in germ line\; head mesodermal cell\; and intestine based on RNA-seq studies. Is affected by several genes including daf-2\; clk-1\; and lin-35 based on microarray\; RNA-seq\; and proteomic studies. Is affected by six chemicals including rotenone\; D-glucose\; and nicotine based on RNA-seq\; proteomic\; and microarray studies. Is predicted to encode a protein with the following domains: Phosphorylation site\; Uso1 \/ p115 like vesicle tethering protein, C terminal region\; Armadillo tether-repeat of vescicular transport factor\; Uso1 \/ p115 like vesicle tethering protein, head region\; Vesicle tethering protein Uso1\/P115-like , head domain\; Uso1\/p115-like vesicle tethering protein, C-terminal\; Armadillo-like helical\; Armadillo-type fold\; and Vesicle tethering protein p115, armadillo tether-repeat. Is an ortholog of human USO1 (USO1 vesicle transport factor)."
"719","Gpal_D383_g07120","R186.7","WBGene00011308","pnn-1","catalytic step 2 spliceosome, ""mRNA processing"", ""nucleus"", ""RNA splicing""","N.A.","Is enriched in AVA\; germ line\; and neurons based on proteomic\; tiling array\; and RNA-seq studies. Is affected by several genes including daf-2\; daf-12\; and sir-2.1 based on microarray\; tiling array\; RNA-seq\; and proteomic studies. Is affected by seven chemicals including rotenone\; D-glucose\; and Zidovudine based on RNA-seq and microarray studies. Is predicted to encode a protein with the following domains: pinin\/SDK\/memA\/ protein conserved region\; Pinin\/SDK\/MemA protein\; and Pinin. Is an ortholog of human PNN (pinin, desmosome associated protein)."
"720","Gpal_D383_g07608","Y41E3.11","WBGene00012769","hrpu-1","N.A.","N.A.","Is enriched in AVE\; OLL\; PLM\; PVD\; and germ line based on microarray\; tiling array\; and RNA-seq studies. Is affected by several genes including daf-16\; daf-2\; and eat-2 based on microarray and RNA-seq studies. Is affected by eight chemicals including aldicarb\; rotenone\; and Cry5B based on microarray and RNA-seq studies. Human ortholog(s) of this gene are implicated in colorectal cancer and early infantile epileptic encephalopathy 54. Is predicted to encode a protein with the following domains: AAA domain\; SPRY domain\; SPRY domain\; Concanavalin A-like lectin\/glucanase domain superfamily\; P-loop containing nucleoside triphosphate hydrolase\; and B30.2\/SPRY domain superfamily. Is an ortholog of human HNRNPUL1 (heterogeneous nuclear ribonucleoprotein U like 1)."
"721","Gpal_D383_g16616","F13B9.1","WBGene00017419","sec-16A.2","autophagy, ""COPII vesicle coating"", ""endoplasmic reticulum exit site"", ""endoplasmic reticulum organization"", ""endoplasmic reticulum"", ""ER to Golgi transport vesicle membrane"", ""Golgi apparatus"", ""Golgi membrane"", ""Golgi organization"", ""membrane"", ""positive regulation of protein exit from endoplasmic reticulum"", ""protein localization to endoplasmic reticulum exit site"", ""protein transport"", ""vesicle-mediated transport""","F13B9.1 encodes two proteins by alternative splicing which contain both an immunoglobulin\/MHC-like domain and a glutamine\/asparagine-rich domain.","Is enriched in AFD\; ASER\; PLM\; and head mesodermal cell based on RNA-seq studies. Is affected by several genes including daf-16\; glp-1\; and daf-12 based on microarray\; tiling array\; RNA-seq\; and proteomic studies. Is affected by six chemicals including rotenone\; Tunicamycin\; and Chlorpyrifos based on RNA-seq and microarray studies. Is predicted to encode a protein with the following domains: Vesicle coat trafficking protein Sec16 mid-region\; Sec23-binding domain of Sec16\; Ancestral coatomer element 1, Sec16\/Sec31\; Sec16, central conserved domain\; and COPII coat assembly protein, Sec16. Is an ortholog of human SEC16A (SEC16 homolog A, endoplasmic reticulum export factor)."
"722","Gpal_D383_g11286","D1081.8","WBGene00008386","cdc-5L","cell division, ""DNA-binding transcription factor activity, ""mRNA processing"", ""mRNA splicing, ""Prp19 complex"", ""regulation of transcription by RNA polymerase II"", ""RNA polymerase II transcription regulatory region sequence-specific DNA binding"", ""RNA splicing"", ""spliceosomal complex"", RNA polymerase II-specific"", via spliceosome""","N.A.","Is enriched in AVA\; body wall muscle cell\; cephalic sheath cell\; germ line\; and intestine based on proteomic\; tiling array\; and RNA-seq studies. Is affected by several genes including daf-2\; sma-2\; and sma-4 based on microarray\; RNA-seq\; and proteomic studies. Is affected by seven chemicals including rotenone\; D-glucose\; and bisphenol S based on RNA-seq and microarray studies. Human ortholog(s) of this gene are implicated in esophagus adenocarcinoma and osteosarcoma. Is predicted to encode a protein with the following domains: pre-mRNA splicing factor component\; Myb-like DNA-binding domain\; SANT\/Myb domain\; Homeobox-like domain superfamily\; and Pre-mRNA splicing factor component Cdc5p\/Cef1. Is an ortholog of human CDC5L (cell division cycle 5 like)."
"723","Gpal_D383_g04811","K02B2.5","WBGene00004494","rps-25","cytosolic small ribosomal subunit, ""ribosome"", ""structural constituent of ribosome""","rps-25 encodes a small ribosomal subunit S25 protein.","Is enriched in ASER\; PLM\; germ line\; intestine\; and somatic gonad precursor based on RNA-seq and microarray studies. Is affected by several genes including daf-16\; daf-2\; and daf-12 based on RNA-seq\; tiling array\; proteomic\; and microarray studies. Is affected by eleven chemicals including rotenone\; stavudine\; and Psoralens based on RNA-seq and microarray studies. Is predicted to encode a protein with the following domains: S25 ribosomal protein\; Ribosomal protein S25\; and Winged helix-like DNA-binding domain superfamily. Is an ortholog of human RPS25 (ribosomal protein S25)."
"724","Gpal_D383_g15787","M60.4","WBGene00019780","M60.4","integral component of membrane, ""membrane""","N.A.","Is enriched in several structures, including body wall musculature\; dopaminergic neurons\; head mesodermal cell\; intestine\; and mechanosensory neurons based on tiling array\; RNA-seq\; and microarray studies. Is affected by several genes including daf-16\; daf-2\; and glp-1 based on microarray\; tiling array\; and RNA-seq studies. Is affected by eighteen chemicals including aldicarb\; rotenone\; and Tunicamycin based on microarray and RNA-seq studies. Is predicted to encode a protein with the following domain: ."
"725","Gpal_D383_g10979","F38B7.3","WBGene00009534","F38B7.3","integral component of membrane, ""regulation of cell differentiation""","N.A.","Is enriched in NSM\; dopaminergic neurons\; and intestine based on tiling array\; RNA-seq\; and microarray studies. Is affected by several genes including daf-16\; daf-12\; and eat-2 based on microarray\; tiling array\; and RNA-seq studies. Is affected by Cry5B and Sirolimus based on RNA-seq and microarray studies. Is predicted to encode a protein with the following domains: PH domain\; Pleckstrin homology domain\; PH-like domain superfamily\; and Pleckstrin homology domain-containing family B member 1\/2."
"726","Gpal_D383_g09246","C05C8.6","WBGene00015463","hpo-9","adult locomotory behavior, ""circadian behavior"", ""modulation of chemical synaptic transmission""","N.A.","Is enriched in Psub1\; body wall musculature\; cephalic sheath cell\; germ line\; and germline precursor cell based on tiling array\; RNA-seq\; and microarray studies. Is affected by several genes including daf-2\; daf-12\; and dpy-10 based on microarray\; tiling array\; and RNA-seq studies. Is affected by nine chemicals including manganese chloride\; Zidovudine\; and allantoin based on RNA-seq and microarray studies. Is predicted to encode a protein with the following domains: BTB And C-terminal Kelch\; BTB\/POZ domain\; F5\/8 type C domain\; BTB\/POZ domain\; Coagulation factor 5\/8 C-terminal domain\; Galactose-binding-like domain superfamily\; SKP1\/BTB\/POZ domain superfamily\; and BTB\/Kelch-associated. Is an ortholog of human BTBD9 (BTB domain containing 9)."
"727","Gpal_D383_g03344","F53A9.10","WBGene00006587","tnt-2","muscle contraction, ""regulation of muscle contraction"", ""sarcomere organization"", ""tropomyosin binding"", ""troponin complex""","N.A.","Is enriched in body wall muscle cell and muscle cell based on tiling array\; RNA-seq\; and microarray studies. Is affected by several genes including daf-16\; daf-2\; and daf-12 based on microarray\; tiling array\; RNA-seq\; and proteomic studies. Is affected by fourteen chemicals including D-glucose\; Alovudine\; and Psoralens based on RNA-seq and microarray studies. Human ortholog(s) of this gene are implicated in several diseases, including COVID-19\; intrinsic cardiomyopathy (multiple)\; and muscle tissue disease (multiple). Is predicted to encode a protein with the following domains: Troponin T and Troponin domain superfamily. Is an ortholog of human TNNT1 (troponin T1, slow skeletal type)."
"728","Gpal_D383_g13381","C43H6.6","WBGene00016619","C43H6.6","extracellular space, ""integral component of membrane"", ""membrane"", ""negative regulation of inflammatory response""","N.A.","Is enriched in BAG\; dopaminergic neurons\; and neurons based on tiling array and microarray studies. Is affected by several genes including daf-2\; rrf-3\; and eat-2 based on microarray\; tiling array\; and RNA-seq studies. Is affected by seven chemicals including stavudine\; Zidovudine\; and Cry5B based on RNA-seq and microarray studies. Is predicted to encode a protein with the following domains: CUB domain\; Lectin C-type domain\; CUB domain\; C-type lectin-like\; C-type lectin-like\/link domain superfamily\; C-type lectin fold\; and Spermadhesin, CUB domain superfamily."
"729","Gpal_D383_g02430","F57B9.5","WBGene00000276","byn-1","cytoplasm, ""nucleolus"", ""preribosome, ""rRNA processing"", ""snoRNA binding"", small subunit precursor""","byn-1 encodes a homolog of mammalian BYSTIN-LIKE (BYSL\; OMIM:603871).","Is enriched in AFD\; body wall muscle cell\; germ line\; muscle cell\; and somatic gonad precursor based on proteomic\; tiling array\; and RNA-seq studies. Is affected by several genes including daf-16\; glp-1\; and isp-1 based on RNA-seq\; microarray\; and proteomic studies. Is affected by eight chemicals including Psoralens\; allantoin\; and metformin based on RNA-seq and microarray studies. Is predicted to encode a protein with the following domains: Phosphorylation site\; Bystin\; and Bystin. Is an ortholog of human BYSL (bystin like)."
"730","Gpal_D383_g04889","Y66D12A.8","WBGene00013434","Y66D12A.8","N.A.","N.A.","Is enriched in body wall muscle cell\; germ line\; and neurons based on tiling array\; RNA-seq\; and microarray studies. Is affected by several genes including daf-2\; npr-1\; and aak-2 based on microarray\; tiling array\; RNA-seq\; and proteomic studies. Is affected by seven chemicals including rotenone\; mianserin\; and Zidovudine based on RNA-seq and microarray studies. Human ortholog(s) of this gene are implicated in non-syndromic X-linked intellectual disability 107. Is predicted to encode a protein with the following domain: UPF0428 family. Is an ortholog of human STEEP1 (STING1 ER exit protein 1)."
"731","Gpal_D383_g00603","K04G7.3","WBGene00003858","ogt-1","cytoplasm, ""dauer larval development"", ""energy reserve metabolic process"", ""glycogen metabolic process"", ""glycoprotein metabolic process"", ""lipid storage"", ""nucleus"", ""perinuclear region of cytoplasm"", ""protein dephosphorylation"", ""protein glycosylation"", ""protein N-acetylglucosaminyltransferase activity"", ""protein O-GlcNAc transferase activity"", ""protein O-linked glycosylation"", ""protein serine/threonine phosphatase activity"", ""reproduction"", ""response to temperature stimulus"", ""transferase activity, ""transferase activity"", ""UDP-N-acetylglucosamine biosynthetic process"", transferring glycosyl groups""","ogt-1 encodes an ortholog of O-linked N-acetylglucosamine (O-GlcNAc) transferase (OGT\; OMIM:300255) with 12 N-terminal tetratricopeptide (TPR) domains (generally thought to enable protein-protein interactions) and a C-terminal putative catalytic domain\; although loss of ogt-1 activity has no effect on overall viability or fertility, ogt-1 mutations result in alterations in macronutrient storage and can suppress constitutive dauer formation in daf-2 mutants suggesting that, in C. elegans, ogt-1 may play a regulatory role in nutrient sensing and insulin-like signaling pathways\; OGT-1 is expressed in embryos, where it exhibits nuclear and punctate perinuclear localization.","Enables protein N-acetylglucosaminyltransferase activity\; protein O-GlcNAc transferase activity\; and protein serine\/threonine phosphatase activity. Is involved in several processes, including cellular protein modification process\; glycogen metabolic process\; and lipid storage. Located in nucleus and perinuclear region of cytoplasm. Is expressed in several structures, including hypodermal cell\; intestine\; and neurons. Is used to study type 2 diabetes mellitus. Human ortholog(s) of this gene are implicated in aortic valve stenosis and non-syndromic X-linked intellectual disability 106. Is an ortholog of human OGT (O-linked N-acetylglucosamine (GlcNAc) transferase)."
"732","Gpal_D383_g03338","ZC262.7","WBGene00043948","ZC262.7","N.A.","N.A.","Is affected by several genes including daf-16\; hsf-1\; and alg-1 based on RNA-seq and microarray studies. Is affected by six chemicals including nicotine\; Sodium Chloride\; and Psoralens based on proteomic and RNA-seq studies. Is predicted to encode a protein with the following domain: ."
"733","Gpal_D383_g14395","C53C9.2","WBGene00016898","clik-2","N.A.","N.A.","Is enriched in pharyngeal muscle cell and pharynx based on microarray and tiling array studies. Is affected by several genes including daf-2\; glp-1\; and skn-1 based on tiling array\; RNA-seq\; microarray\; and proteomic studies. Is affected by nineteen chemicals including 1-methylnicotinamide\; nicotinic acid\; and rotenone based on RNA-seq and microarray studies. Is predicted to encode a protein with the following domains: Phosphorylation site\; Calponin family repeat\; and Calponin repeat."
"734","Gpal_D383_g05387","Y71D11A.2","WBGene00004891","smr-1","nucleus","N.A.","Is enriched in AFD\; body wall muscle cell\; and germ line based on tiling array and RNA-seq studies. Is affected by several genes including daf-16\; glp-1\; and sir-2.1 based on microarray\; tiling array\; RNA-seq\; and proteomic studies. Is affected by six chemicals including mianserin\; Zidovudine\; and Psoralens based on RNA-seq and microarray studies. Is predicted to encode a protein with the following domain: Phosphorylation site. Is an ortholog of human SMNDC1 (survival motor neuron domain containing 1)."
"735","Gpal_D383_g07905","F22A3.7","WBGene00044605","ttr-36","cell surface, ""extracellular region""","N.A.","Is enriched in body wall muscle cell\; intestine\; and muscle cell based on tiling array\; RNA-seq\; and microarray studies. Is affected by several genes including daf-16\; daf-2\; and glp-1 based on proteomic\; RNA-seq\; and microarray studies. Is affected by fourteen chemicals including hydrogen sulfide\; rotenone\; and D-glucopyranose based on microarray and RNA-seq studies. Is predicted to encode a protein with the following domains: Transthyretin-like family\; Transthyretin-like\; and Transthyretin-like superfamily."
"736","Gpal_D383_g00546","R05F9.10","WBGene00019893","sgt-1","membrane, ""molecular adaptor activity"", ""positive regulation of chaperone-mediated protein folding"", ""posttranslational protein targeting to endoplasmic reticulum membrane"", ""protein binding"", ""TRC complex"", ""ubiquitin-dependent ERAD pathway""","N.A.","Is enriched in AVK\; germ line\; mechanosensory neurons\; and muscle cell based on proteomic\; Chronogram\; microarray\; and RNA-seq studies. Is affected by several genes including daf-16\; daf-2\; and daf-12 based on proteomic\; microarray\; tiling array\; and RNA-seq studies. Is affected by nine chemicals including Zidovudine\; Rifampin\; and Psoralens based on RNA-seq and microarray studies. Is predicted to encode a protein with the following domains: Tetratricopeptide repeat\; Homodimerisation domain of SGTA\; Tetratricopeptide repeat 1\; Tetratricopeptide-like helical domain superfamily\; Tetratricopeptide repeat\; and SGTA, homodimerisation domain. Is an ortholog of human SGTA (small glutamine rich tetratricopeptide repeat co-chaperone alpha) and SGTB (small glutamine rich tetratricopeptide repeat co-chaperone beta)."
"737","Gpal_D383_g16168","F59C6.5","WBGene00010326","F59C6.5","membrane, ""mitochondrial inner membrane"", ""mitochondrial respiratory chain complex I"", ""mitochondrion"", ""respirasome""","N.A.","Is enriched in OLL\; PVD\; germ line\; and hypodermis based on proteomic\; tiling array\; and RNA-seq studies. Is affected by several genes including daf-2\; let-60\; and let-7 based on proteomic\; RNA-seq\; and microarray studies. Is affected by eight chemicals including stavudine\; Rifampin\; and Psoralens based on RNA-seq and microarray studies. Human ortholog(s) of this gene are implicated in nuclear type mitochondrial complex I deficiency 35. Is predicted to encode a protein with the following domains: NADH-ubiquinone oxidoreductase subunit 10\; NADH-ubiquinone oxidoreductase, subunit 10\; and NADH dehydrogenase [ubiquinone] 1 beta subcomplex subunit 10. Is an ortholog of human NDUFB10 (NADH:ubiquinone oxidoreductase subunit B10)."
"738","Gpal_D383_g09210","T25F10.6","WBGene00020808","clik-1","N.A.","N.A.","Is enriched in body wall muscle cell\; body wall musculature\; germ line\; head mesodermal cell\; and muscle cell based on tiling array\; proteomic\; RNA-seq\; and microarray studies. Is affected by several genes including daf-16\; sir-2.1\; and lin-35 based on RNA-seq\; microarray\; and proteomic studies. Is affected by fourteen chemicals including D-glucose\; Aspirin\; and Psoralens based on RNA-seq and microarray studies. Is predicted to encode a protein with the following domains: Phosphorylation site\; Calponin family repeat\; and Calponin repeat."
"739","Gpal_D383_g05473","F46B6.7","WBGene00009772","ztf-7","N.A.","N.A.","Is enriched in coelomocyte\; germ line\; and neurons based on proteomic\; Chronogram\; microarray\; tiling array\; and RNA-seq studies. Is affected by several genes including daf-12\; let-7\; and gld-1 based on RNA-seq\; tiling array\; proteomic\; and microarray studies. Is affected by seven chemicals including rotenone\; Cry5B\; and Alovudine based on RNA-seq and microarray studies. Is predicted to encode a protein with the following domains: Phosphorylation site\; C2H2 type zinc-finger (2 copies)\; Zinc finger C2H2-type\; Zinc finger C2H2 superfamily\; Zinc finger protein 277\; and ZN622\/Rei1\/Reh1, zinc finger C2H2-type. Is an ortholog of human ZNF277 (zinc finger protein 277)."
"740","Gpal_D383_g00557","H20J04.3","WBGene00019218","madf-3","nucleus, ""regulation of transcription by RNA polymerase II"", ""transcription regulator complex""","N.A.","Is enriched in OLL\; PVD\; and germ line based on microarray and RNA-seq studies. Is affected by several genes including daf-16\; sek-1\; and alg-1 based on RNA-seq and microarray studies. Is affected by stavudine\; Zidovudine\; and antimycin based on RNA-seq studies. Is predicted to encode a protein with the following domains: Alcohol dehydrogenase transcription factor Myb\/SANT-like\; MADF domain\; and Transcription factor Adf-1."
"741","Gpal_D383_g08185","T07C4.5","WBGene00011561","ttr-15","cell surface, ""extracellular region""","N.A.","Is enriched in germline precursor cell\; hypodermis\; and intestine based on tiling array\; proteomic\; and microarray studies. Is affected by several genes including daf-16\; daf-2\; and rrf-3 based on microarray\; proteomic\; tiling array\; and RNA-seq studies. Is affected by seventeen chemicals including 1-methylnicotinamide\; rotenone\; and manganese chloride based on RNA-seq and microarray studies. Is predicted to encode a protein with the following domains: Transthyretin-like family\; Transthyretin-like\; and Transthyretin-like superfamily."
"742","Gpal_D383_g03509","C41G7.9","WBGene00077771","tspo-1","integral component of membrane, ""membrane"", ""mitochondrial outer membrane""","N.A.","Is enriched in NSM and germ line based on RNA-seq studies. Is affected by several genes including daf-16\; daf-2\; and daf-12 based on microarray\; RNA-seq\; and proteomic studies. Is affected by five chemicals including rotenone\; Rifampin\; and allantoin based on RNA-seq and microarray studies. Is predicted to encode a protein with the following domains: TspO\/MBR family\; TspO\/MBR-related protein\; and TspO\/MBR-related superfamily. Is an ortholog of human TSPO (translocator protein)."
"743","Gpal_D383_g12047","T27C4.1","WBGene00020854","T27C4.1","integral component of membrane, ""membrane"", ""nervous system development"", ""neuron projection"", ""neuronal cell body"", ""transport vesicle""","N.A.","Is enriched in Psub1\; head mesodermal cell\; muscle cell\; neurons\; and ventral nerve cord based on tiling array\; RNA-seq\; and microarray studies. Is affected by several genes including daf-2\; glp-1\; and dpy-10 based on microarray\; RNA-seq\; and tiling array studies. Is affected by eleven chemicals including rotenone\; Cry5B\; and stavudine based on RNA-seq and microarray studies. Is predicted to encode a protein with the following domains: Phosphorylation site\; Neurensin\; and Neurensin. Is an ortholog of human NRSN1 (neurensin 1) and NRSN2 (neurensin 2)."
"744","Gpal_D383_g03321","K11H3.3","WBGene00010780","K11H3.3","integral component of membrane, ""membrane"", ""mitochondrial citrate transmembrane transport"", ""mitochondrial inner membrane"", ""mitochondrion""","N.A.","Is enriched in several structures, including AFD\; cephalic sheath cell\; coelomocyte\; germline precursor cell\; and intestine based on tiling array and RNA-seq studies. Is affected by several genes including daf-16\; daf-2\; and daf-12 based on microarray\; tiling array\; proteomic\; and RNA-seq studies. Is affected by eight chemicals including biotin\; Rifampin\; and allantoin based on microarray and RNA-seq studies. Is used to study chromosome 22q11.2 deletion syndrome, distal. Human ortholog(s) of this gene are implicated in combined D-2- and L-2-hydroxyglutaric aciduria and congenital myasthenic syndrome. Is predicted to encode a protein with the following domains: Phosphorylation site\; Mitochondrial carrier protein\; Mitochondrial substrate\/solute carrier\; and Mitochondrial carrier domain superfamily. Is an ortholog of human SLC25A1 (solute carrier family 25 member 1)."
"745","Gpal_D383_g07593","Y46E12BL.2","WBGene00021595","Y46E12BL.2","membrane, ""nucleus""","N.A.","Is enriched in NSM\; OLL\; PVD\; and germ line based on proteomic\; microarray\; and RNA-seq studies. Is affected by several genes including daf-16\; daf-2\; and let-7 based on tiling array\; RNA-seq\; proteomic\; and microarray studies. Is affected by five chemicals including multi-walled carbon nanotube\; Cry5B\; and Humic Substances based on RNA-seq and microarray studies. Is predicted to encode a protein with the following domains: NUC173 domain\; Uncharacterised domain NUC173\; and Armadillo-type fold. Is an ortholog of human RRP12 (ribosomal RNA processing 12 homolog)."
"746","Gpal_D383_g10939","T21C9.12","WBGene00011897","scpl-4","integral component of membrane, ""membrane"", ""mitochondrial inner membrane"", ""mitochondrion"", ""phosphoprotein phosphatase activity"", ""protein dephosphorylation"", ""protein import into mitochondrial matrix"", ""protein transport"", ""TIM23 mitochondrial import inner membrane translocase complex""","scpl-4 encodes an ortholog of budding yeast TIM50 and human TIMM50(OMIM:607381)\; by orthology, SCPL-4 is expected to be part of themitochondrial inner membrane protein translocase\; SCPL-4 is required forembryonic development and fertility in mass RNAi assays\; SCPL-4 isdistantly similar to FCP-1 and SCPL-1, -2, and -3.","Is enriched in body wall muscle cell\; germ line\; and intestine based on tiling array and RNA-seq studies. Is affected by several genes including daf-2\; let-7\; and gld-1 based on microarray\; proteomic\; and RNA-seq studies. Is affected by ten chemicals including stavudine\; Psoralens\; and allantoin based on RNA-seq and microarray studies. Human ortholog(s) of this gene are implicated in 3-methylglutaconic aciduria type 9. Is predicted to encode a protein with the following domains: NLI interacting factor-like phosphatase\; FCP1 homology domain\; HAD superfamily\; Mitochondrial import inner membrane translocase subunit Tim50\; and HAD-like superfamily. Is an ortholog of human TIMM50 (translocase of inner mitochondrial membrane 50)."
"747","Gpal_D383_g13437","F32D8.5","WBGene00009330","F32D8.5","integral component of membrane, ""integral component of mitochondrial membrane"", ""membrane"", ""mitochondrial proton-transporting ATP synthase complex assembly""","N.A.","Is enriched in several structures, including body wall musculature\; excretory cell\; germ line\; intestine\; and sensory neurons based on tiling array\; RNA-seq\; and microarray studies. Is affected by several genes including daf-16\; daf-2\; and daf-12 based on microarray\; RNA-seq\; tiling array\; and proteomic studies. Is affected by thirteen chemicals including stavudine\; Zidovudine\; and Sirolimus based on RNA-seq and microarray studies. Human ortholog(s) of this gene are implicated in mitochondrial complex V (ATP synthase) deficiency nuclear type 2. Is predicted to encode a protein with the following domains: Phosphorylation site\; Assembly, mitochondrial proton-transport ATP synth complex\; and TMEM70 family. Is an ortholog of human TMEM70 (transmembrane protein 70)."
"748","Gpal_D383_g15247","F53B1.8","WBGene00018739","F53B1.8","integral component of membrane, ""integral component of plasma membrane"", ""ion transport"", ""membrane"", ""plasma membrane"", ""sodium-independent organic anion transmembrane transporter activity"", ""sodium-independent organic anion transport"", ""transmembrane transport""","N.A.","Is enriched in AVK\; coelomocyte\; excretory cell\; head mesodermal cell\; and neurons based on tiling array\; RNA-seq\; and microarray studies. Is affected by several genes including daf-16\; daf-2\; and eat-2 based on microarray and RNA-seq studies. Is affected by seven chemicals including Psoralens\; allantoin\; and Sirolimus based on RNA-seq and microarray studies. Is predicted to encode a protein with the following domains: Organic Anion Transporter Polypeptide (OATP) family\; Organic anion transporter polypeptide\; and MFS transporter superfamily. Is an ortholog of human SLCO4C1 (solute carrier organic anion transporter family member 4C1)."
"749","Gpal_D383_g02426","C53D5.6","WBGene00002077","imb-3","cytoplasm, ""nuclear import signal receptor activity"", ""nuclear localization sequence binding"", ""nucleus"", ""protein import into nucleus"", ""protein transport""","imb-3 encodes an importin-beta-like protein orthologous to Drosophila, vertebrate, and yeast importin\/karyopherin-beta3\; IMB-3 is predicted to function as a nuclear transport factor that, with the RAN-1 GTPase, regulates nuclear import of ribosomal proteins\; in C. elegans, IMB-3 is essential for embryogenesis and germline development, and may also be required for normal postembryonic growth rates.","Is enriched in germ line and somatic gonad precursor based on proteomic and RNA-seq studies. Is affected by several genes including daf-16\; daf-2\; and daf-12 based on microarray\; RNA-seq\; proteomic\; and tiling array studies. Is affected by five chemicals including rotenone\; Zidovudine\; and paraquat based on RNA-seq and microarray studies. Is predicted to encode a protein with the following domains: HEAT repeats\; HEAT repeat\; Importin repeat 6\; Importin repeat\; HEAT repeat\; Armadillo-type fold\; Importin beta family\; Importin repeat 6\; and Importin repeat 4. Is an ortholog of human IPO5 (importin 5)."
"750","Gpal_D383_g05257","F13B12.6","WBGene00008733","F13B12.6","cytoplasm","N.A.","Is enriched in several structures, including body wall musculature\; cephalic sheath cell\; germ line\; germline precursor cell\; and intestine based on tiling array\; RNA-seq\; and microarray studies. Is affected by several genes including daf-12\; hsf-1\; and eat-2 based on microarray\; RNA-seq\; and tiling array studies. Is affected by eight chemicals including rotenone\; bisphenol S\; and Alovudine based on RNA-seq and microarray studies. Is predicted to encode a protein with the following domains: SH2 domain\; SH2 domain\; and SH2 domain superfamily. Is an ortholog of human SH2D4A (SH2 domain containing 4A) and SH2D4B (SH2 domain containing 4B)."
